,标题,up主,频道,标签,播放量,粉丝数,点赞,硬币,收藏,分享,弹幕,评论,时间,点赞率,投币率,收藏率,分享率,期数,发布时间,爬取时间
2643,众所周知，仙女是不用吃饭的！／克罗恩,仙荼儿,,生活 日常,6119758,137480,524772,593059,72941,17089,34254,20395,5294.889722,0.08575045,0.096908897,0.011918935,0.002792431,109,2021/4/17 19:06,2021/11/24 9:59
2644,【亮记生物鉴定】网络热传生物鉴定28,无穷小亮的科普日常,知识分享官 生物 科普,知识 科学科普,8971171,6059933,441571,49375,33378,12980,21143,5564,5182.375833,0.049221111,0.005503741,0.003720585,0.001446857,109,2021/4/22 11:37,2021/11/24 9:59
2645,这玩意凭什么卖那么贵！！！！,黑猫厨房,甜点 厨艺 美食 搞笑,美食 美食制作,4470557,3685224,298172,148120,38589,9452,3773,2699,5201.325556,0.066696834,0.033132337,0.00863181,0.002114278,109,2021/4/21 16:40,2021/11/24 9:59
2646,利路修手撕饭圈？我从来没见过这么清醒的爱豆！【创造营2021】,三代鹿人,综艺,娱乐 综艺,4081356,5470408,336457,67136,30225,21832,20708,8216,5230.994167,0.082437553,0.016449435,0.007405627,0.005349203,109,2021/4/20 11:00,2021/11/24 9:59
2647,日本核废水事件DISS-《海纳百氚》,广东共青团,原创歌曲 RAP 说唱 日本,音乐 原创音乐,2255616,1583617,220884,118671,92629,17707,4123,5428,5301.9125,0.097926243,0.052611349,0.041065944,0.007850184,109,2021/4/17 12:05,2021/11/24 9:59
2648,现实版“活着”福贵大爷找到了！,谭乔,,资讯 社会,3874135,2883914,378497,306209,69440,44769,66798,11238,5282.997222,0.097698454,0.079039321,0.017924001,0.01155587,109,2021/4/18 7:00,2021/11/24 9:59
2649,【打泥泥】生命最后的30天，该如何度过？,打泥泥,互动视频 科幻 独立游戏 单机游戏,游戏 单机游戏,2263951,1726994,274466,236788,105887,24706,34757,9911,5200.212778,0.121233189,0.104590603,0.046770889,0.01091278,109,2021/4/21 17:47,2021/11/24 9:59
2650,哥谭市...已经...没救了.....,逗比的雀巢,配音 搞笑,动画 短片·手书·配音,5087913,4246624,359339,142577,55610,8264,3856,2154,5325.746111,0.070626011,0.028022688,0.010929825,0.001624242,109,2021/4/16 12:15,2021/11/24 9:59
2651,《 臭 小 伙 》,记录生活的蛋黄派,减肥 美食 搞笑,美食 美食记录,3942493,6753157,345374,106552,22633,5348,14060,4248,5248.493611,0.087602946,0.027026554,0.005740784,0.001356502,109,2021/4/19 17:30,2021/11/24 9:59
2652,【咬人猫】你的猫生气了！会 咬 人！?? Hmph！,=咬人猫=,明星舞蹈,舞蹈 明星舞蹈,3492319,3654551,142158,69769,74062,10715,3842,3179,5318.994167,0.040705903,0.019977843,0.021207112,0.003068162,109,2021/4/16 19:00,2021/11/24 9:59
2653,自制懒人洗碗餐桌,手工耿,家居 手工,生活 家居房产,5348319,6006979,409354,137429,21301,13243,13990,8829,5293.153056,0.076538815,0.025695737,0.003982747,0.002476105,109,2021/4/17 20:50,2021/11/24 9:59
2654,【白敬亭】“水”一期，海口之行！,这个账号叫啥呢,白敬亭 旅游,娱乐 明星综合,2035266,1026162,145191,100175,34570,10621,22052,6653,5268.491389,0.071337604,0.049219611,0.016985495,0.005218482,109,2021/4/18 21:30,2021/11/24 9:59
2655,【半佛】五本好书让你目瞪口呆【好奇星球读书漂流】,硬核的半佛仙人,财经,知识 人文历史,1520950,6255889,94359,41350,49086,7748,5141,2920,5220.984722,0.062039515,0.027186956,0.03227325,0.005094185,109,2021/4/20 21:00,2021/11/24 9:59
2656,"""别再这样吃蹄花汤了！摄像师已经馋死了......""",盗月社食遇记,夜宵 街头美食 美食侦探 美食 搞笑,美食 美食侦探,3023260,6294628,213945,77757,18684,19038,9513,4839,5200.307778,0.070766325,0.025719587,0.006180084,0.006297176,109,2021/4/21 17:41,2021/11/24 9:59
2657,您有新的“杀了么”订单，变态猎手请注意查收！开年口碑最炸《窥探》12-13,小片片说大片,李昇基 影评,影视 影视杂谈,2568043,5064255,210646,119579,22128,4172,17270,2911,5223.355833,0.082025885,0.046564251,0.008616678,0.001624583,109,2021/4/20 18:38,2021/11/24 9:59
2658,我不信联想拯救者2Pro一掰就断 于是我买了一台实测 然后我就理解什么是次世代中置架构2.0了【新评科技】,新评科技,手机,科技 数码,3873314,402944,267012,159046,24245,21006,13858,10696,5323.151111,0.068936317,0.041061995,0.006259498,0.005423263,109,2021/4/16 14:50,2021/11/24 9:59
2659,厨师长教你：川菜“酸菜水煮鱼”的家常做法，鱼片滑嫩，麻辣鲜香,美食作家王刚R,川菜 家常菜 厨艺 美食,美食 美食制作,2216874,6041032,145243,46051,31603,14035,5832,3097,5248.999167,0.06551703,0.020772944,0.014255659,0.006330987,109,2021/4/19 17:00,2021/11/24 9:59
2660,靠谱盘点116:复活赛的神！RNG时隔三年重回春季赛冠军，小虎:又被我们统治了！,靠谱电竞,Doinb FPX EDG RNG LPL 英雄联盟,游戏 电子竞技,2161700,2332154,124666,44867,10612,3231,11556,7477,5264.109444,0.057670352,0.020755424,0.004909099,0.001494657,109,2021/4/19 1:53,2021/11/24 10:00
2661,海军官方宣传片震撼上线！多型装备镜头首次曝光,新华社,解放军 星海,资讯 热点,4085095,3516984,434881,435310,152337,53316,32388,9253,5176.995556,0.106455541,0.106560557,0.037290932,0.013051349,109,2021/4/22 17:00,2021/11/24 10:00
2662,试吃Angelababy的火锅店！为何明星做餐饮？,我是郭杰瑞,火锅 探店 美食,美食 美食侦探,3220809,7049734,228698,36694,8896,4421,23393,6012,5206.496944,0.071006384,0.01139279,0.002762039,0.001372637,109,2021/4/21 11:30,2021/11/24 10:00
2663,熬夜后该如何补救？熬夜方式不同，事后补救的方法也应该不同  -【冷却报告】,冷却报告,科普,知识 科学科普,1481530,253002,112049,64534,110365,40929,3347,4544,5342.826111,0.075630598,0.043559023,0.074493935,0.02762617,109,2021/4/15 19:10,2021/11/24 10:00
2664,?? 又 甘 又 刻,再肝剁手,4K 原神,动画 MMD·3D,2681926,408668,203135,130835,143402,16760,3887,3246,5280.043056,0.075742209,0.048783971,0.053469783,0.00624924,109,2021/4/18 9:57,2021/11/24 10:00
2665,真人特效 三国杀！！,神奇的老皮VFX,三国杀 桌游棋牌 搞笑,游戏 桌游棋牌,2580968,2470203,157443,55728,30092,20106,3884,6372,5324.996389,0.061001531,0.021591899,0.011659191,0.0077901,109,2021/4/16 13:00,2021/11/24 10:00
2666,史上最强水下中国风舞蹈，屏住呼吸观看,斜杠玩家吉叔,国风音乐 中国风,运动 运动综合,3667812,197180,500987,295862,153578,30390,5345,4528,5302.999444,0.136590152,0.08066444,0.04187183,0.008285594,109,2021/4/17 11:00,2021/11/24 10:00
2667,把官方给的奖牌磨成粉做成100个奖牌给粉丝！,阿毛有点方,手工 搞笑,生活 手工,2330620,211047,173430,61273,17047,2134,5354,4207,5342.134167,0.074413675,0.026290429,0.007314363,0.000915636,109,2021/4/15 19:52,2021/11/24 10:00
2668,爆肝4天！2800帧《超级马里奥》定格动画，手绘长达9米，玩一关直接自闭！,溅本尊,定格动画 任天堂 手绘 绘画 手工 单机游戏,动画 短片·手书·配音,1705130,509630,187582,202152,34701,3344,4832,1491,5247.860833,0.11001038,0.118555183,0.020350941,0.001961141,109,2021/4/19 18:08,2021/11/24 10:00
2669,《原神》1.5版本PV：「玉扉绕尘歌」,原神,原神,游戏 手机游戏,4331519,8344526,153619,53220,32865,30607,39627,22064,5317.2475,0.035465388,0.012286683,0.007587408,0.007066112,109,2021/4/16 20:45,2021/11/24 10:00
2670,【潘嘎之交】2022年春晚小品惨遭泄出（一）,胡基森,春晚 小品 配音 搞笑,动画 短片·手书·配音,6901854,358083,475068,294805,107404,72888,7367,5245,5110.402222,0.06883194,0.042713885,0.015561616,0.010560641,110,2021/4/25 11:36,2021/11/24 10:00
2671,凤凰传奇翻唱《海底》,浙江卫视,华语现场 开口跪,音乐 音乐现场,26864296,78238,1407162,556882,864173,265358,117920,58208,5122.054444,0.052380379,0.020729447,0.032168087,0.00987772,110,2021/4/24 23:57,2021/11/24 10:00
2672,学会了，单身了。呜呜,轩仔贼giao,配音 搞笑,生活 搞笑,7500117,505363,376794,149500,158018,302234,6478,9172,5126.308056,0.050238416,0.019933022,0.021068738,0.040297238,110,2021/4/24 19:41,2021/11/24 10:00
2673,《听潘叔的话》周杰伦直呼内行。。。,火树银花的花大侠,全能音乐挑战赛 周杰伦 翻唱,音乐 翻唱,5534152,380246,370782,328869,113994,88678,8845,5374,5122.993611,0.066998883,0.059425365,0.020598278,0.016023774,110,2021/4/24 23:00,2021/11/24 10:00
2674,《我只会心疼哥哥》纯爱版,托马斯家的,鬼畜 短片 搞笑,生活 搞笑,6345019,900527,293764,69148,47375,58971,20662,7396,5173.842778,0.046298364,0.010897997,0.007466487,0.009294062,110,2021/4/22 20:09,2021/11/24 10:00
2675,我是张全蛋，哔哩哔哩，我来啦！,张全蛋,综艺 搞笑,生活 搞笑,4838760,661320,237444,28131,13980,5548,5538,5420,5079.241667,0.04907125,0.00581368,0.00288917,0.001146575,110,2021/4/26 18:45,2021/11/24 10:00
2676,顶级大厨已疯！川菜大师：这个面真的不辣～,盗月社食遇记,川菜 街头美食 美食 搞笑,美食 美食侦探,4304278,6294630,403525,316865,69985,33079,26030,7675,5056.004167,0.093749753,0.073616295,0.016259405,0.007685145,110,2021/4/27 18:00,2021/11/24 10:00
2677,Winter Is Coming! 人声演绎《权力的游戏》片头曲【MayTree五月树】,MayTree五月树,全能音乐挑战赛 阿卡贝拉 翻唱,音乐 翻唱,6967789,1836590,445593,176757,116944,31446,5069,4075,5081.753889,0.063950415,0.025367731,0.016783516,0.004513053,110,2021/4/26 16:15,2021/11/24 10:00
2678,方舟二周年庆典过后的博士现状,菜鸡莱特,明日方舟 搞笑,游戏 手机游戏,2510916,29703,232076,174119,95642,50860,7771,42660,5099.568611,0.092426828,0.069344813,0.038090482,0.020255556,110,2021/4/25 22:26,2021/11/24 10:00
2679,我穿越啦！！,老番茄,游戏知识分享官,游戏 单机游戏,5903350,16531781,544187,313261,133773,14082,13665,6180,5133.894444,0.092182744,0.053064955,0.022660523,0.002385425,110,2021/4/24 12:06,2021/11/24 10:00
2680,完整版！副处长送外卖累瘫：我觉得很委屈，这个钱太不好挣了。,中国日报,,资讯 综合,3369255,1750953,277311,92592,68687,49294,41128,15875,5034.651944,0.082306326,0.027481446,0.020386406,0.014630534,110,2021/4/28 15:21,2021/11/24 10:00
2681,《明日方舟》二周年庆典活动宣传PV,明日方舟,明日方舟,游戏 手机游戏,4136381,4059790,228324,183969,80130,41035,46949,37723,5124.671389,0.055198977,0.044475835,0.019372007,0.009920508,110,2021/4/24 21:20,2021/11/24 10:00
2682,填坑啦！收网啦！看懂之后我大为震撼！开年口碑最炸《窥探》14-15,小片片说大片,李昇基 影评,影视 影视杂谈,2890079,5064255,209015,117957,24299,5359,16921,3563,5054.997778,0.072321552,0.040814455,0.008407729,0.001854275,110,2021/4/27 19:00,2021/11/24 10:00
2683,大家好，我是龚俊，我来B站啦！我可要做大UP主，多多关照哦！,龚俊Simon,龚俊,娱乐 明星综合,3635511,857887,401570,296383,98357,43010,112362,222802,5010.007222,0.11045765,0.08152444,0.027054519,0.011830524,110,2021/4/29 16:00,2021/11/24 10:00
2684,奇葩小伙竟用40个魔鬼辣椒来炒小龙虾，最后被辣的亲妈都不认识,拜托了小翔哥,试吃 吃货 美食,美食 美食测评,4713378,4365733,266809,144872,25942,11002,18192,4612,5033.006389,0.056606748,0.030736342,0.005503908,0.002334207,110,2021/4/28 17:00,2021/11/24 10:00
2685,巴黎和会出师不利！外交团肩负重任！9.3高燃民国历史剧《觉醒年代》P6,木鱼水心,,影视 影视杂谈,2894004,7956171,249674,135220,36049,4866,28516,3028,5074.669722,0.086272859,0.046724193,0.012456444,0.001681407,110,2021/4/26 23:20,2021/11/24 10:00
2686,LOL世界第一折磨王：厕所监禁吐痰流套路【有点骚东西】,上海滩许Van强,游戏知识分享官 英雄联盟 搞笑,游戏 电子竞技,2422485,1707289,265220,151592,28973,21509,7402,3216,5014.837778,0.109482618,0.062577064,0.011960033,0.008878899,110,2021/4/29 11:10,2021/11/24 10:00
2687,利路修“下班”后首次“上班”，独家回应粉丝关切！,新周刊Neweekly,,娱乐 娱乐杂谈,935479,20046,76378,8273,15548,8180,3141,2054,5026.905833,0.081645873,0.008843598,0.016620362,0.008744183,110,2021/4/28 23:06,2021/11/24 10:00
2688,自制外卖Lolita，外卖小哥：不可能穿这个送餐！,月亮猹-,LOLITA FASHION 服饰 手工 DIY 搞笑,生活 手工,3085123,376751,244457,113028,36459,22209,5962,5140,5152.711667,0.079237359,0.036636465,0.011817681,0.007198741,110,2021/4/23 17:17,2021/11/24 10:00
2689,赵立坚：删帖？道歉？我已经把网友画作置顶了,新华社,日本,资讯 热点,3844246,3516987,276342,71824,32840,10863,12303,6173,5032.915,0.071884578,0.018683508,0.008542637,0.002825782,110,2021/4/28 17:05,2021/11/24 10:00
2690,B 界 等 级 修 仙 传 2.0,进击的金厂长,沙雕动画 短片 搞笑,动画 综合,5790050,2677897,422447,351818,110046,21207,18684,23477,5176.384167,0.072960855,0.060762515,0.019006053,0.003662663,110,2021/4/22 17:37,2021/11/24 10:00
2691,【阿斗】绝地天通与神国之战！中国神话体系完全解析【开辟篇】下,阿斗归来了,人文,知识 人文历史,2009861,4182840,140831,100421,25387,1976,5201,2158,5055.803056,0.07007002,0.049964152,0.012631222,0.000983153,110,2021/4/27 18:12,2021/11/24 10:00
2692,疯狂尬黑周柯宇？我从来没见过这么诚恳的道歉！,三代鹿人,奥斯卡 综艺,娱乐 综艺,2759887,5470407,262232,91520,20934,10589,21634,20828,5105.785833,0.095015484,0.033160778,0.007585093,0.003836751,110,2021/4/25 16:13,2021/11/24 10:00
2693,读书的力量！撒贝宁神仙开场白,央视网快看,撒贝宁 人文,资讯 环球,5272734,1278465,355825,145482,245853,43904,5803,4780,5148.892778,0.067483966,0.027591379,0.046627234,0.00832661,110,2021/4/23 21:07,2021/11/24 10:00
2694,《 嘎 子 只 会 心 疼 哥 哥 ~》,三十六贱笑,配音 搞笑,动画 短片·手书·配音,2294525,4580503,204135,109759,25603,10134,5644,2231,5134.506389,0.088966126,0.047835173,0.011158301,0.0044166,110,2021/4/24 11:30,2021/11/24 10:00
2695,《谭谈美食》二仙桥偶遇谭sir，张口就是老相声艺术家了【爆笑】,盗月社食遇记,街头美食 美食侦探 美食 搞笑,美食 美食侦探,2922053,6294630,235486,99107,20017,11006,16169,4426,5151.052222,0.08058923,0.033916907,0.006850321,0.00376653,110,2021/4/23 18:57,2021/11/24 10:00
2696,【越睡越丑?!】如何通过正确睡姿改善体态!,帅soserious,减肥 健身,运动 健身,6741395,2073368,193327,89885,239883,40151,9523,4540,5013.344167,0.028677596,0.013333294,0.035583585,0.005955889,110,2021/4/29 12:40,2021/11/24 10:00
2697,【STN快报第五季36】你们这个demo这么折磨，是怕玩家预购嘛,STN工作室,生化危机 LPL 守望先锋 英雄联盟,游戏 单机游戏,1266110,1860214,129342,125266,32412,1718,11940,2221,5125.496944,0.102157001,0.098937691,0.025599671,0.001356912,110,2021/4/24 20:30,2021/11/24 10:00
2698,【亮记生物鉴定】网络热传生物鉴定28,无穷小亮的科普日常,知识分享官 生物 科普,知识 科学科普,8971173,6059936,441571,49375,33378,12980,21143,5564,5182.389722,0.0492211,0.00550374,0.003720584,0.001446857,110,2021/4/22 11:37,2021/11/24 10:00
2699,小嘴抹了蜜,清蒸鲤鱼不如你,搞笑,生活 搞笑,3201512,276174,152695,29130,80408,41084,4920,4237,5241.908333,0.047694652,0.009098826,0.025115633,0.012832687,110,2021/4/20 0:06,2021/11/24 10:00
2700,【8人合唱】光るなら/若能绽放光芒 - 四月是你的谎言OP,多多poi丶,四月是你的谎言 日文翻唱 声优 翻唱,音乐 翻唱,1852355,1878476,187086,181673,110184,18170,3271,4869,5104.673333,0.100998999,0.098076773,0.059483198,0.009809135,110,2021/4/25 17:20,2021/11/24 10:00
2701,我只会心疼谭警官,幾加乘,手书 绘画,动画 短片·手书·配音,3387908,1042191,256655,61198,38351,34755,3078,4457,5137.926389,0.075756189,0.018063655,0.011319965,0.010258543,110,2021/4/24 8:05,2021/11/24 10:00
2702,（这也能解说？！）史上最燃的弹珠大赛【第三弹】冰雪限定！彗星归来，红3再战！让人热血沸腾！,Super也好君,,生活 搞笑,4289061,1377407,346806,200612,63320,30181,33344,7910,5158.006944,0.080858258,0.046772942,0.014763138,0.007036738,110,2021/4/23 12:00,2021/11/24 10:00
2703,星有野【表情包第一弹】狮子篇,星有野,火柴人,动画 短片·手书·配音,1987402,2059540,181650,59157,22112,3187,2136,2812,5126.659722,0.091400733,0.029765996,0.011126083,0.001603601,110,2021/4/24 19:21,2021/11/24 10:00
2704,梅花十一：我只会心疼哥哥,紫光-君,刺客伍六七 手书,动画 短片·手书·配音,4317260,56208,227604,75621,58596,24940,5719,2870,5086.040833,0.052719549,0.017515971,0.013572497,0.005776812,110,2021/4/26 11:58,2021/11/24 10:00
2705,一场官司让腾讯再度刷新下限！玩家到最后竟成免费代练？！,风清凉QAQ,游戏知识分享官 DNF,游戏 网络游戏,2694997,61089,169052,27228,21101,20716,8321,10958,5077.850556,0.062728085,0.010103165,0.007829693,0.007686836,110,2021/4/26 20:09,2021/11/24 10:00
2706,演员片酬1.6亿，为啥片子还这么烂？,不正经老丝,财经,知识 财经商业,2319829,2174357,180866,73156,28543,12727,14331,5503,5031.025,0.077965229,0.031535083,0.012303924,0.00548618,110,2021/4/28 18:59,2021/11/24 10:00
2707,太良心了 开始给观众安排住处了#7,超果果mc,游戏知识分享官,游戏 单机游戏,1765481,1744910,216145,131557,39541,1390,7732,2001,5030.38,0.122428392,0.074516237,0.022396729,0.000787321,110,2021/4/28 19:37,2021/11/24 10:00
2708,【夜店风】嗨，老婆！！,Baka恶魔,AMV MAD,动画 MAD·AMV,2458690,428731,248000,150302,164462,7871,2566,1931,5038.51,0.100866722,0.061130927,0.066890092,0.003201298,110,2021/4/28 11:30,2021/11/24 10:00
2709,辛 胖 嘎 之 交,胖家军-陈胖胖,搞笑 必剪创作,生活 搞笑,2615403,718133,199198,63908,15215,8970,18378,3284,5151.134167,0.076163406,0.02443524,0.005817459,0.003429682,110,2021/4/23 18:52,2021/11/24 10:00
2710,【明日方舟】3000块全没了！各位一定要管好自己，我真服了！,一只大哈鱼,明日方舟,游戏 手机游戏,29256137,994078,1639663,1885283,1019600,851730,252444,213167,4945.743889,0.056045096,0.064440599,0.034850808,0.029112866,111,2021/5/2 8:16,2021/11/24 10:01
